Probeset_ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID	RefSeq_Transcript_ID
1391966_at			NaN	
1391967_at			NaN	
1391968_at			NaN	
1391969_at	hairy/enhancer-of-split related with YRPW motif-like	Heyl	313575	NM_001107977
1391970_at	carbonic anhydrase 11	Car11	308588	NM_175708
1391971_at			NaN	
1391972_a_at	zinc finger, SWIM-type containing 4	Zswim4	304655	NM_001107163
1391973_at			NaN	
1391974_at			NaN	
1391975_at			NaN	
1391976_at	SIX homeobox 4	Six4	299138	NM_001106739
1391977_at			NaN	
1391978_at	Son DNA binding protein	Son	304092	NM_001170327 /// NM_001170328
1391979_at			NaN	
1391980_at	similar to ubiquitin specific protease 34	LOC360990	360990	XM_002725026 /// XM_002728139
1391981_at			NaN	
1391982_at			NaN	
1391983_at	hypothetical gene supported by BC079424	LOC500227	500227	NM_001024330
1391984_at			NaN	
1391985_at	nuclear receptor interacting protein 3	Nrip3	361625	NM_001108498
1391986_at			NaN	
1391987_at			NaN	
1391988_at			NaN	
1391989_at			NaN	
1391990_at			NaN	
1391991_at			NaN	
1391992_at			NaN	
1391993_at			NaN	
1391994_at			NaN	
1391995_at	tripartite motif-containing 37	Trim37	360592	NM_001108288
1391996_a_at			NaN	
1391997_at	Similar to jumonji domain containing 2B	LOC301128	301128	NM_001044236
1391998_at	PHD finger protein 20-like 1	Phf20l1	314964	NM_001025702
1391999_at			NaN	
1392000_at			NaN	
1392001_at			NaN	
1392002_at	protocadherin beta 22	Pcdhb22	307486	XM_001056235 /// XM_001065549
1392003_at			NaN	
1392004_at			NaN	
1392005_at			NaN	
1392006_at			NaN	
1392007_at	USP6 N-terminal like	Usp6nl	291309	NM_001106120
1392008_at	PAS domain containing serine/threonine kinase	Pask	301617	NM_001009362
1392009_at			NaN	
1392010_at	guanine nucleotide binding protein-like 2 (nucleolar)	Gnl2	362593	NM_001025736
1392011_at			NaN	
1392012_at	similar to Epiplakin	LOC686567	686567	XM_001074770
1392013_at			NaN	
1392014_at			NaN	
1392015_at			NaN	
1392016_at			NaN	
1392017_at			NaN	
1392018_at			NaN	
1392019_at	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	Asap1	314961	NM_001044245
1392020_at	centrosomal protein 164kDa	Cep164	363055	XM_001064241 /// XM_343383
1392021_at			NaN	
1392022_at			NaN	
1392023_at			NaN	
1392024_at			NaN	
1392025_x_at			NaN	
1392026_at			NaN	
1392027_at			NaN	
1392028_at	RGD1562704	RGD1562704	499665	XM_001055582
1392029_at	similar to CG14980-PB	RGD1306410	360768	NM_001014126
1392030_at			NaN	
1392031_at			NaN	
1392032_at	GRB2-related adaptor protein	Grap	363616	NM_001025749
1392033_a_at	pantothenate kinase 2 (Hallervorden-Spatz syndrome)	Pank2	296167	NM_001106513
1392034_at			NaN	
1392035_at			NaN	
1392036_at			NaN	
1392037_at			NaN	
1392038_at	ADP-ribosylation factor-like 6 interacting protein 1	Arl6ip1	293551	NM_198737
1392039_at			NaN	
1392040_at	spindle assembly 6 homolog (C. elegans)	Sass6	310807	NM_001107719
1392041_at	RGD1565959	RGD1565959	301230	NM_001106886
1392042_at	zinc finger protein 213	Znf213	287094	NM_001105764
1392043_at			NaN	
1392044_at			NaN	
1392045_at	transmembrane protein 22	Tmem22	315957	NM_001012126
1392046_at			NaN	
1392047_at			NaN	
1392048_at			NaN	
1392049_at			NaN	
1392050_at			NaN	
1392051_at	transmembrane protein 87B	Tmem87b	362212	NM_001191854 /// XM_001081122 /// XM_342515
1392052_at			NaN	
1392053_at	multimerin 1	Mmrn1	500152	XM_001065496 /// XM_001071128
1392054_at	polybromo 1	Pbrm1	306254	XM_001059164 /// XM_240329
1392055_at			NaN	
1392056_at			NaN	
1392057_at	similar to GLI-Kruppel family member GLI4	LOC500893	500893	NM_001029926
1392058_at	thioredoxin-like 1	Txnl1	140922	NM_080887
1392059_at			NaN	
1392060_at			NaN	
1392061_at	minichromosome maintenance complex component 10	Mcm10	307126	NM_001107366
1392062_a_at	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing	Hexdc	100216475	NM_001142562
1392063_at			NaN	
1392064_at	distal-less homeobox 1	Dlx1	296500	NM_001100531
1392065_at	kinesin family member 18A	Kif18a	362186	NM_001137642
1392066_at	Proline-rich transmembrane protein 4	Prrt4	500059	NM_001109226
1392067_at	similar to RIKEN cDNA C030014K22 gene	RGD1564387	498269	XM_001075923 /// XM_002728030
1392068_at			NaN	
1392069_at			NaN	
1392070_at	Lix1 homolog (mouse)-like	Lix1l	499677	NM_001024303
1392071_at			NaN	
1392072_at			NaN	
1392073_at			NaN	
1392074_at	similar to hypothetical protein FLJ21986	LOC500046	500046	XM_001059531 /// XM_001061323 /// XM_002729287
1392075_at			NaN	
1392076_at			NaN	
1392077_at	metallophosphoesterase domain containing 2	Mpped2	362185	NM_198778
1392078_at			NaN	
1392079_at	A kinase (PRKA) anchor protein 7	Akap7	361458	NM_001001801
1392080_at			NaN	
1392081_at			NaN	
1392082_a_at	Cd7 molecule	Cd7	303747	NM_001107074
1392083_at	exostoses (multiple) 1	Ext1	299907	NM_001130540 /// XM_001065900 /// XM_216920
1392084_at			NaN	
1392085_at			NaN	
1392086_at	Metastasis suppressor 1	Mtss1	362918	NM_001130563
1392087_at			NaN	
1392088_at			NaN	
1392089_at	host cell factor C2	Hcfc2	314704	NM_001008357
1392090_at	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	Serpinc1	304917	NM_001012027
1392091_at			NaN	
1392092_at	RAB33A, member of RAS oncogene family	Rab33a	317580	NM_001108257
1392093_at			NaN	
1392094_at			NaN	
1392095_at			NaN	
1392096_at	hypothetical LOC287935	RGD1308065	287935	NM_001077666
1392097_at			NaN	
1392098_at			NaN	
1392099_at			NaN	
1392100_at			NaN	
1392101_s_at			NaN	
1392102_at			NaN	
1392103_at			NaN	
1392104_at			NaN	
1392105_at			NaN	
1392106_at			NaN	
1392107_at	strawberry notch homolog 2 (Drosophila)	Sbno2	314619	NM_001108068
1392108_at			NaN	
1392109_at			NaN	
1392110_at			NaN	
1392111_at	exosome component 3	Exosc3	313243	NM_001107936
1392112_at			NaN	
1392113_at			NaN	
1392114_at			NaN	
1392115_at			NaN	
1392116_at	suppressor of IKK epsilon	Sike	362007	NM_001012182
1392117_at			NaN	
1392118_at			NaN	
1392119_at			NaN	
1392120_at			NaN	
1392121_at			NaN	
1392122_x_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	Mllt1	301119	NM_001106876
1392123_at			NaN	
1392124_at			NaN	
1392125_at			NaN	
1392126_at			NaN	
1392127_at			NaN	
1392128_at	ATPase family, AAA domain containing 5	Atad5	303348	XM_001080963 /// XM_002724526 /// XM_002727783 /// XM_220750
1392129_at			NaN	
1392130_at			NaN	
1392131_at			NaN	
1392132_at	polymerase (RNA) II (DNA directed) polypeptide I	Polr2i	292778	NM_001106244
1392133_at	Mitogen-activated protein kinase 1 interacting protein 1-like	Mapk1ip1l	361028	NM_001108373
1392134_x_at	SLIT-ROBO Rho GTPase activating protein 2	Srgap2	360840	NM_001134958
1392135_at	amiloride-sensitive cation channel 2, neuronal	Accn2	79123	NM_024154
1392136_at			NaN	
1392137_at			NaN	
1392138_at			NaN	
1392139_at			NaN	
1392140_at			NaN	
1392141_at			NaN	
1392142_at			NaN	
1392143_at			NaN	
1392144_at	5'-nucleotidase domain containing 1	Nt5dc1	294456	NM_001106393
1392145_at			NaN	
1392146_at			NaN	
1392147_at			NaN	
1392148_at			NaN	
1392149_at			NaN	
1392150_at			NaN	
1392151_at			NaN	
1392152_at			NaN	
1392153_at			NaN	
1392154_at	zinc finger, MYND domain containing 11	Zmynd11	291259	NM_203366 /// NM_203367 /// NM_203368 /// NM_203369
1392155_at			NaN	
1392156_at			NaN	
1392157_at	plexin A2	Plxna2	289392	NM_001105988
1392158_at	POU class 3 homeobox 3	Pou3f3	192109	NM_138837
1392159_at			NaN	
1392160_at	Similar to RIKEN cDNA 1700022C21	RGD1564067	499401	NM_001166303
1392161_at	ATP synthase mitochondrial F1 complex assembly factor 1	Atpaf1	313510	NM_001107959
1392162_at	Paraspeckle component 1	Pspc1	305910	NM_001025672
1392163_at			NaN	
1392164_at			NaN	
1392165_at	inhibitor of growth family, member 2	Ing2	290744	NM_001106083
1392166_at			NaN	
1392167_at			NaN	
1392168_at	vaccinia related kinase 1	Vrk1	362779	NM_001012194
1392169_at			NaN	
1392170_at	RWD domain containing 3	Rwdd3	65026	NM_001128152
1392171_at	chitinase 3-like 1	Chi3l1	89824	NM_053560
1392172_at	chemokine (C-C motif) ligand 9	Ccl9	360579	NM_001012357
1392173_at	zinc finger, CCHC domain containing 3	Zcchc3	690005	XM_001072887 /// XM_002726251
1392174_at	carbohydrate (chondroitin 4) sulfotransferase 12	Chst12	304322	NM_001037775
1392175_at	Nuclear receptor co-repressor 1	Ncor1	54299	XM_001077495 /// XM_577103
1392176_at			NaN	
1392177_at			NaN	
1392178_at	SLIT and NTRK-like family, member 1	Slitrk1	306147	NM_001107283
1392179_at			NaN	
1392180_at	Sp1 transcription factor	Sp1	24790	NM_012655
1392181_at			NaN	
1392182_at			NaN	
1392183_at	Homeobox C9	Hoxc9	368178	NM_001100907 /// XM_347335
1392184_at			NaN	
1392185_at			NaN	
1392186_at			NaN	
1392187_at			NaN	
1392188_at			NaN	
1392189_at	Regulatory factor X, 4 (influences HLA class II expression)	Rfx4	500818	XM_002726888 /// XM_576205
1392190_at			NaN	
1392191_at	similar to gene trap ROSA b-geo 22	LOC691093	691093	NM_001109621
1392192_at			NaN	
1392193_at			NaN	
1392194_at			NaN	
1392195_at			NaN	
1392196_at			NaN	
1392197_at			NaN	
1392198_at			NaN	
1392199_at	Ubiquitin protein ligase E3 component n-recognin 5	Ubr5	117060	NM_001191990 /// XM_001061308 /// XM_576252
1392200_a_at	family with sequence similarity 132, member A	Fam132a	313774	NM_001108000
1392201_at			NaN	
1392202_at			NaN	
1392203_at	homeobox B2	LOC100361765	100361765	XM_002727806
1392204_at	zinc finger protein 90	Zfp90	498945	NM_001025765
1392205_at			NaN	
1392206_at	solute carrier family 35, member F4	Slc35f4	305865	XM_001063155 /// XM_224014
1392207_at	LUC7-like (S. cerevisiae)	Luc7l	360503	NM_001024269
1392208_at			NaN	
1392209_at	glucosaminyl (N-acetyl) transferase 3, mucin type	Gcnt3	286976	NM_173312
1392210_at	similar to mKIAA0319 protein	RGD1307443	361244	NM_001197023 /// XM_001070349 /// XM_341527
1392211_at	SEC24 family, member B (S. cerevisiae)	Sec24b	295461	NM_001106474
1392212_at			NaN	
1392213_at			NaN	
1392214_at			NaN	
1392215_at	Eph receptor B1	Ephb1	24338	NM_001104528
1392216_at			NaN	
1392217_at			NaN	
1392218_at	Similar to C14orf25 protein	RGD1560556	366631	NM_001108983
1392219_at			NaN	
1392220_at			NaN	
1392221_at			NaN	
1392222_at			NaN	
1392223_at	epsin 2	Epn2	60443	NM_001033914 /// NM_021852
1392224_at	RAS p21 protein activator 3	Rasa3	29372	NM_031574
1392225_at			NaN	
1392226_at			NaN	
1392227_at	hypothetical LOC298018	LOC298018	298018	XM_002726530 /// XM_002729478
1392228_at			NaN	
1392229_at			NaN	
1392230_at	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	Plekha1	361659	NM_001079894
1392231_at	serine/threonine kinase 4	Stk4	311622	NM_001107800
10309023273229_ a/t/   m R N A   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 7 2 9   / /   m R N A   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 3 7 3 5   / /   s t r u c t u r a l   c o n s t i t u e n t   o f   r i b o s o m e   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d	similar to ribosomal protein S13 /// ribosomal protein S13	LOC683961 /// Rps13	161477	/// 683961
1392233_at	complement receptor 2	Cr2	289395	NM_001105989
1392234_at			NaN	
1392235_at			NaN	
1392236_at			NaN	
1392237_at			NaN	
1392238_at			NaN	
1392239_at			NaN	
1392240_at			NaN	
1392241_at	Protein phosphatase 2, regulatory subunit B', alpha isoform	Ppp2r5a	312754	NM_001107891
1392242_at			NaN	
1392243_at			NaN	
1392244_at			NaN	
1392245_at			NaN	
1392246_at			NaN	
1392247_at			NaN	
1392248_at			NaN	
1392249_at			NaN	
1392250_at	Annexin A2	Anxa2	56611	NM_019905
1392251_at			NaN	
1392252_at			NaN	
1392253_at			NaN	
1392254_at	microtubule-associated protein 4	Map4	367171	NM_001024278
1392255_at			NaN	
1392256_at	similar to nidogen 2 protein /// similar to MIC2 like 1 /// similar to MIC2 like 1 /// hypothetical protein LOC681027 /// similar to MIC2 like 1 /// similar to MIC2 like 1 /// similar to MIC2 like 1	LOC302022 /// LOC679800 /// LOC680643 /// LOC681027 /// LOC688588 /// LOC691241 /// LOC691632	302022	/// 679800 /// 680643 /// 681027 /// 688588 /// 691241 /// 691632
1392257_at	MIS12, MIND kinetochore complex component, homolog (S. pombe)	Mis12	501706	NM_001047972
1392258_at			NaN	
1392259_at	HECT domain containing 1	Hectd1	362736	XM_001078686 /// XM_343060
1392260_at			NaN	
1392261_at	Similar to RIKEN cDNA A930038C07	RGD1311080	312401	XR_008378 /// XR_086231
1392262_at			NaN	
1392263_at	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	Prkag2	373545	NM_184051
			NaN	
1392265_s_at	matrix metallopeptidase 23	Mmp23	94339	NM_053606
1392266_at	ring finger protein 190	Rnf190	303596	NM_001013973
1392267_at	DENN/MADD domain containing 2A	Dennd2a	312257	XM_001070028 /// XM_002726347 /// XM_002729307 /// XM_231654
1392268_at			NaN	
1392269_at	SIN3 homolog A, transcription regulator (yeast)	Sin3a	363067	NM_001108761
1392270_at			NaN	
1392271_at	retinoid X receptor gamma	Rxrg	83574	NM_031765
1392272_at	Hypothetical protein LOC680919	LOC680919	680919	XM_001059449
1392273_at	leucine zipper-EF-hand containing transmembrane protein 2	Letm2	361169	NM_001012158
1392274_at			NaN	
1392275_at			NaN	
1392276_at	similar to 2510002A14Rik protein	RGD1311309	364144	XM_002724959 /// XM_002724960 /// XM_002728099 /// XM_002728100
1392277_at	Rho guanine nucleotide exchange factor (GEF) 12	Arhgef12	367072	NM_001013246
1392278_at			NaN	
1392279_at	dynein, axonemal, intermediate chain 1	Dnai1	500442	NM_001024342
			NaN	
1392281_at			NaN	
1392282_at			NaN	
1392283_at	similar to sal-like 4 isoform a	LOC686412	686412	XM_001074001
1392284_at			NaN	
1392285_at	shisa homolog 4 (Xenopus laevis)	Shisa4	360848	NM_001077826
1392286_at			NaN	
1392287_at			NaN	
1392288_at			NaN	
1392289_at	transmembrane protein 87A	Tmem87a	366170	XM_001075817 /// XM_002726163 /// XM_345422
1392290_at			NaN	
1392291_at			NaN	
1392292_at	potassium channel tetramerisation domain containing 5	Kctd5	287109	NM_001105768
1392293_at			NaN	
1392294_at			NaN	
1392295_a_at			NaN	
1392296_at			NaN	
1392297_at			NaN	
1392298_at	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	Acap3	313772	NM_001107999
1392299_at	nitric oxide synthase 1 (neuronal) adaptor protein	Nos1ap	192363	NM_138922
1392300_at			NaN	
1392301_at	SH3 domain and tetratricopeptide repeats 1	Sh3tc1	305441	NM_001107226
1392302_at			NaN	
1392303_at	MORC family CW-type zinc finger 2	Morc2	289736	NM_001106016
1392304_at			NaN	
1392305_at			NaN	
1392306_at			NaN	
1392307_at			NaN	
1392308_at	phospholipase A2, group IID	Pla2g2d	298579	NM_001013428
1392309_at	junctional adhesion molecule 2	Jam2	619374	NM_001034004
1392310_at			NaN	
1392311_at			NaN	
1392312_at			NaN	
1392313_at	leucine rich repeat and fibronectin type III domain containing 4	Lrfn4	688721	NM_001109508
1392314_at			NaN	
1392315_at			NaN	
1392316_at			NaN	
1392317_at			NaN	
1392318_at	Family with sequence similarity 100, member B	Fam100b	287840	XM_001081720 /// XM_213532
1392319_at	leucine rich repeat containing 10B	Lrrc10b	309208	NM_001107577
1392320_s_at	glomulin, FKBP associated protein	Glmn	289437	NM_001105993
1392321_at			NaN	
1392322_at	GTPase, IMAP family member 7	Gimap7	500113	NM_001024328
1392323_at	Nucleoredoxin	Nxn	360577	NM_001108285
1392324_at	EPS8-like 2	Eps8l2	361674	NM_001108508
1392325_at			NaN	
1392326_at	dynein, axonemal, heavy chain 17	Dnah17	287845	XM_001081748 /// XM_213534
1392327_s_at			NaN	
1392328_at	Coiled-coil domain containing 90A	Ccdc90a	291034	XM_001060245 /// XM_214448
1392329_at	homeobox and leucine zipper encoding	Homez	260325	NM_152849
1392330_at	N-6 adenine-specific DNA methyltransferase 1 (putative)	N6amt1	288309	NM_001191592 /// XM_001070533 /// XM_002727876 /// XM_213675
1392331_at			NaN	
1392332_at	myelin transcription factor 1	Myt1	362291	NM_001108615
1392333_at	peroxisomal biogenesis factor 16	Pex16	311203	NM_001012088
1392334_at	RT1 class II, locus Ba	RT1-Ba	309621	NM_001008831
1392335_at			NaN	
1392336_at			NaN	
1392337_at	coiled-coil domain containing 75	Ccdc75	362685	NM_001108700
1392338_at			NaN	
1392339_at			NaN	
1392340_at	kelch-like 3 (Drosophila)	Klhl3	498697	XM_002725229 /// XM_573982
1392341_at			NaN	
1392342_at			NaN	
1392343_at			NaN	
1392344_at			NaN	
1392345_at			NaN	
1392346_at			NaN	
1392347_at			NaN	
1392348_at			NaN	
1392349_at	solute carrier family 5 (inositol transporters), member 3	Slc5a3	114507	NM_053715
1392350_at			NaN	
1392351_at	fucose-1-phosphate guanylyltransferase	Fpgt	310935	NM_199494
1392352_at			NaN	
1392353_at			NaN	
1392354_at			NaN	
1392355_at			NaN	
1392356_at	Ferredoxin 1-like	Fdx1l	313786	NM_001108002
1392357_at			NaN	
1392358_at			NaN	
1392359_at			NaN	
1392360_at			NaN	
1392361_at			NaN	
1392362_at			NaN	
1392363_at			NaN	
1392364_at			NaN	
1392365_at			NaN	
1392366_at			NaN	
1392367_at			NaN	
1392368_at			NaN	
1392369_at			NaN	
1392370_at	tubulin, epsilon 1	Tube1	361856	NM_001108536
1392371_at			NaN	
1392372_at			NaN	
1392373_at			NaN	
1392374_at			NaN	
1392375_at			NaN	
1392376_at			NaN	
1392377_at			NaN	
1392378_at	kelch domain containing 3	Klhdc3	363192	NM_001012203
1392379_at			NaN	
1392380_at			NaN	
1392381_at			NaN	
			NaN	
1392383_at			NaN	
1392384_s_at	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	Akr1d1	192242	NM_138884
1392385_at	Nuclear receptor coactivator 3	Ncoa3	84584	XM_001072953 /// XM_215947
1392386_at			NaN	
1392387_at			NaN	
1392388_at			NaN	
1392389_at			NaN	
1392390_at			NaN	
1392391_at	dystroglycan 1 (dystrophin-associated glycoprotein 1)	Dag1	114489	XM_001074892 /// XM_343483
1392392_at			NaN	
1392393_at			NaN	
1392394_at			NaN	
1392395_at			NaN	
1392396_at	mannosidase, alpha, class 2C, member 1	Man2c1	246136	NM_139256
1392397_at			NaN	
1392398_at			NaN	
1392399_at	DDB1 and CUL4 associated factor 13	Dcaf13	362902	NM_001173558 /// XM_001061920 /// XM_001081959
1392400_at	glomulin, FKBP associated protein	Glmn	289437	NM_001105993
1392401_s_at	Neuroguidin, EIF4E binding protein	Ngdn	305887	NM_001107263
1392402_at	hypothetical protein LOC100361455	LOC100361455	100361455	XM_002726010 /// XM_002729068
1392403_at			NaN	
1392404_at			NaN	
1392405_at	transcription factor Dp-2 (E2F dimerization partner 2)	Tfdp2	300947	NM_001106847
1392406_at	intracisternal A particle-promoted polypeptide	Ipp	298439	NM_001106679
1392407_at			NaN	
1392408_at			NaN	
1392409_at			NaN	
1392410_at	similar to mKIAA0978 protein	RGD1561878	311553	XM_002726270 /// XM_002729218
1392411_at	tubulointerstitial nephritis antigen	Tinag	300846	NM_001005549
1392412_at			NaN	
1392413_at			NaN	
1392414_at			NaN	
1392415_at			NaN	
1392416_at			NaN	
10309022401379_ s/_/a tp 5 3   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 4 6 7 2   / /   p r o t e i n   k i n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 4 6 7 4   / /   p r o t e i n   s e r i n e / t h r e o n i n e   k i n a s e   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 0 4 7 1 3   / /   p r o t e i n   t y r o s i n e   k i n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 4   / /   A T P   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 7 7 3   / /   p h o s p h o t r a n s f e r a s e   a c t i v i t y ,   a l c o h o l   g r o u p   a s   a c c e p t o r   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	similar to TP53-regulating kinase (p53-related protein kinase) (Nori-2) /// TP53 regulating kinase	LOC685619 /// Trp53rk	362272	/// 685619
1392418_at	Mitogen-activated protein kinase 8	Mapk8	116554	XM_001056513 /// XM_341399
1392419_at	similar to RIKEN cDNA 4930549C01	RGD1311870	298563	XM_001069522 /// XM_216550
1392420_at			NaN	
1392421_at	Bromodomain adjacent to zinc finger domain, 2B	Baz2b	317627	NM_001108260
1392422_at	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)	Alg9	367083	NM_001109000
1392423_at			NaN	
1392424_at			NaN	
1392425_x_at	LUC7-like (S. cerevisiae)	Luc7l	360503	NM_001024269
1392426_x_at	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	Nfatc4	305897	NM_001107264
1392427_at			NaN	
1392428_at	spermatogenesis associated 20	Spata20	360604	NM_199402
1392429_at			NaN	
1392430_at			NaN	
1392431_at			NaN	
			NaN	
1392433_at			NaN	
1392434_at			NaN	
1392435_at	heat shock protein family, member 7 (cardiovascular)	Hspb7	50565	NM_031607
1392436_at	Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	Prex1	311647	NM_001135718
1392437_at	asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)	Alg2	313231	NM_001100710
1392438_at	TSC22 domain family, member 1	Tsc22d1	498545	NM_001109912 /// NM_013043
1392439_at			NaN	
1392440_at			NaN	
1392441_at	zinc finger E-box binding homeobox 2	Zeb2	311071	NM_001033701
1392442_at			NaN	
1392443_at			NaN	
1392444_at	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	Chst5	307859	NM_001107431
1392445_at			NaN	
1392446_at	kelch-like 2, Mayven (Drosophila)	Klhl2	290692	XM_001073589 /// XM_214331
1392447_at			NaN	
1392448_at			NaN	
1392449_at	RAD18 homolog (S. cerevisiae)	Rad18	362412	NM_001077673
1392450_at	ER degradation enhancer, mannosidase alpha-like 3	Edem3	289085	NM_001191671 /// XM_001070709 /// XM_222721
1392451_at	hypothetical protein LOC691354	LOC691354	691354	XM_002726617 /// XM_002729572
1392452_at			NaN	
1392453_at	chloride channel 3	Clcn3	84360	NM_053363
1392454_at	zinc finger, HIT type 6	Znhit6	292160	NM_001106203
1392455_at			NaN	
1392456_at	Activity-dependent neuroprotector homeobox	Adnp	64622	NM_022681
1392457_x_at			NaN	
1392458_at	Dopey family member 2	Dopey2	304077	NM_001191660 /// XM_001055500 /// XM_002724703 /// XM_002727866 /// XM_221640
1392459_x_at			NaN	
1392460_at	rCG50929-like	LOC100365089	100365089	XM_002725441
1392461_at	PRP4 pre-mRNA processing factor 4 homolog (yeast)	Prpf4	298095	NM_001106659
1392462_at			NaN	
1392463_at	MAP7 domain containing 2	Map7d2	317508	XM_001054594 /// XM_228973
1392464_at	RAE1 RNA export 1 homolog (S. pombe)	Rae1	362281	NM_001033708
1392465_at	Sin3-associated polypeptide 18	Sap18	290284	NM_001033685
1392466_at	transmembrane protein 135	Tmem135	293098	NM_001013896
1392467_at	inositol (myo)-1(or 4)-monophosphatase 2	Impa2	282636	NM_172224
1392468_at	calmodulin regulated spectrin-associated protein 1-like 1	Camsap1l1	289400	NM_001134503
1392469_at	F-box and WD repeat domain containing 2	Fbxw2	311881	NM_001107835
1392470_at			NaN	
1392471_at			NaN	
1392472_at	myocyte enhancer factor 2a	Mef2a	309957	NM_001014035
1392473_at			NaN	
1392474_at	Unc-51 like kinase 2 (C. elegans)	Ulk2	303206	NM_001191645 /// XM_001077885 /// XM_220541
1392475_at	activating transcription factor 6	Atf6	304962	NM_001107196
1392476_at	histone H4 variant H4-v.1	RGD1562378	500351	XM_001072344 /// XM_575704
1392477_at	ets variant 1	Etv1	362733	NM_001108709 /// NM_001163156
1392478_at	RAB6B, member RAS oncogene family	Rab6b	363123	NM_001108775
1392479_at			NaN	
1392480_at			NaN	
1392481_at	similar to DNA segment, Chr 1, Brigham & Womens Genetics 0212 expressed	RGD1560909	363221	NM_001108794
1392482_at	GrpE-like 2, mitochondrial	Grpel2	688777	NM_001109513
1392483_at			NaN	
1392484_at	hypothetical protein LOC100233176	LOC100233176	100233176	NM_001142941 /// NM_001142942
1392485_at	similar to chromosome 1 open reading frame 50	RGD1564804	313551	NM_001107969
1392486_at	transmembrane protein 106B	Tmem106b	312132	NM_001004267
1392487_at			NaN	
1392488_at	AMME chromosomal region gene 1-like	Ammecr1l	307526	NM_001107399
1392489_at			NaN	
1392490_at			NaN	
1392491_at			NaN	
1392492_at			NaN	
1392493_at			NaN	
1392494_at	similar to hypothetical protein D030056L22	LOC499331	499331	NM_001024293
1392495_at	similar to dJ202D23.2 (novel protein similar to C21ORF5 (KIAA0933))	RGD1305534	315864	XM_001062758 /// XM_236449
1392496_at	Trypsin V-A	LOC312273	312273	NM_001107856
1392497_at			NaN	
10309025449888_ a/t/   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 8 6 0 1   / /   p r o t e i n   p h o s p h a t a s e   t y p e   2 A   r e g u l a t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 8 6 0 1   / /   p r o t e i n   p h o s p h a t a s e   t y p e   2 A   r e g u l a t o r   a c t i v i t y   / /   n o t   r e c o r d e d	similar to Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A, B subunit, B gamma isoform) (PP2A, B subunit, B56 gamma isoform) (PP2A, B subunit, PR61 gamma isoform) (PP2A, B subunit, R5 gamma isoform) (PP2A, B su... /// protein phosphatase 2, regulatory subunit B', gamma isoform	LOC684586 /// Ppp2r5c	684586	/// 691318
1392499_at	phosphoribosylformylglycinamidine synthase	Pfas	287420	NM_001105791
1392500_at			NaN	
1392501_at			NaN	
10309023570020_ a/t/   s e q u e n c e - s p e c i f i c   D N A   b i n d i n g   t r a n s c r i p t i o n   f a c t o r   a c t i v i t y   / /   n o t   r e c o r d e d	AT hook containing transcription factor 1 /// transcription factor ELYS-like	Ahctf1 /// LOC100365024	100365024	/// 360886
