	Liver	Brain	Lung
1390760_at	3.5093528067	2.908779996	3.0370057483
1390761_at	3.545950717	3.4212077883	3.5797342377
1390762_at	4.805771035	4.473999289	4.6649766007
1390763_at	4.7366614353	7.1283254787	4.3065358787
1390764_at	4.4763433043	4.0156230947	4.01854125
1390765_at	8.6216404987	5.158511795	10.8283548967
1390766_at	5.6640485877	8.0071237707	5.1978681987
1390767_at	8.719899879	7.222770424	8.0521142003
1390768_at	4.1210976607	3.3387957983	3.6228931893
1390769_at	7.6237479053	5.6936009357	6.7725132293
1390770_at	5.7002085033	4.505941521	4.909934516
1390771_at	4.6188380977	3.52146336	5.0101137823
1390772_at	3.9077682863	3.2641330843	3.3022740383
1390773_s_at	3.314013832	2.7643186123	2.9543552733
1390774_at	3.3273395663	3.2400737733	3.2025396877
1390775_at	3.9840833133	3.6746611347	3.4343884403
1390776_at	3.333239361	5.4839884607	9.2500212953
1390777_at	10.51924481	9.63113606	7.916997432
1390778_at	8.030774126	7.9618675737	8.651451704
1390779_at	8.0817216023	8.237324627	8.642510535
1390780_at	3.5080364687	3.0398645483	2.951957839
1390781_at	7.3884975597	7.114475261	7.1279491193
1390782_at	7.655033419	4.1490709857	10.5248643133
1390783_at	10.6583304467	8.895765571	9.8560659433
1390784_at	7.3917171717	8.7179265027	7.68052723
1390785_at	9.380229036	8.8537101747	8.760475443
1390786_at	5.5925563107	7.7557959343	8.6026151463
1390787_at	6.432957093	7.091249528	7.347543696
1390788_a_at	7.746586003	7.5486838647	7.9364244407
1390789_at	9.9460329313	5.6487278493	7.2230413807
1390790_a_at	3.4644873833	3.2094093757	6.3413479333
1390791_at	6.478734892	6.7146688837	6.6392204313
1390792_a_at	4.3012294743	7.8458037513	6.212061188
1390793_at	7.516484394	8.5894311227	6.931126734
1390794_at	8.1925514983	6.743407268	7.2795321013
1390795_at	12.0206281967	6.084626026	5.324651177
1390796_at	5.8825166297	6.880959883	6.6406737713
1390797_at	5.4489626933	4.7423806137	6.7655912063
1390798_at	7.102812551	4.6835047883	10.36055695
1390799_at	8.2001714693	8.4023637903	7.832439893
1390800_a_at	5.8745171657	6.361300572	10.2239536533
1390801_at	6.9275697717	3.701001383	7.748968907
1390802_at	7.9395177587	7.294232712	7.45793166
1390803_at	7.8962429963	8.5542162473	8.6266684917
1390804_at	5.2041316133	5.619275367	6.338226213
1390805_at	7.8434715567	5.9814108337	5.8736619427
1390806_at	8.7075905737	7.855264426	7.712819566
1390807_at	4.8511936667	4.9489244037	9.192751308
1390808_at	7.2620559723	8.1834304387	7.9495401147
1390809_at	4.3793453177	7.023440879	4.4377710513
1390810_at	5.540748931	7.190730564	6.485762565
1390811_at	6.970564266	6.5692645503	6.2276088653
1390812_a_at	6.327087216	7.0972713643	8.318087329
1390813_at	4.2879774037	6.763341196	6.688692785
1390814_at	8.385092319	8.6505971863	9.2182889547
1390815_at	3.666750291	7.127242872	3.1463890543
1390816_at	4.8626329233	5.5058086843	4.8730667173
1390817_at	6.245109259	7.4971380613	6.856553297
1390818_at	6.7302346813	7.7055685467	7.8642618127
1390819_at	6.61428575	7.758900951	7.0524357333
1390820_at	8.5595295923	7.3459001093	8.2767259827
1390821_at	4.6410392483	9.6319764803	9.5684484263
1390822_at	3.8835477487	3.1948533783	3.191190937
1390823_at	4.0885246027	5.557191341	4.6193271867
1390824_at	4.3714306473	3.5804376213	3.394367719
1390825_at	8.166341393	7.4414295497	8.6039361223
1390826_at	4.7853453017	3.623683464	5.1986471267
1390827_at	7.3122515153	8.1702253023	7.6733963643
1390828_at	3.293204225	7.569430558	3.539881288
1390829_at	3.8275306867	3.829052726	3.781786168
1390830_at	5.722577514	4.029074685	4.2245835673
1390831_at	7.228860941	8.220475623	7.807121724
1390832_at	8.2224576663	8.767761157	8.675010155
1390833_at	3.4661158633	3.7109224823	3.2602638253
1390834_at	5.2023361953	4.6986667593	4.756083394
1390835_at	4.4484813433	4.963403828	5.0580308373
1390836_at	6.2546171787	6.978925046	6.676886593
1390837_at	7.6778670447	6.8452373607	8.0553059623
1390838_at	5.3788612043	7.877720249	4.067174055
1390839_at	4.023705516	5.7509092177	8.3449097913
1390840_at	3.724567938	4.350841991	4.2767469853
1390841_at	6.6823175257	7.0238226707	8.7918566287
1390842_at	4.0276132443	3.64103241	3.4466070947
1390843_at	4.1245521813	4.0632423013	5.801938898
1390844_at	4.1890263737	3.8361874827	4.0619819967
1390845_at	6.225774049	5.6849260923	7.0761022647
1390846_at	6.6442799443	7.0173119753	8.2429418927
1390847_at	6.2910139837	4.2982884273	4.3813486127
1390848_at	5.3906793813	4.9437049663	5.203940276
1390849_at	4.6902183387	4.23662497	4.138442799
1390850_at	6.777228623	3.9419669433	4.5611128687
1390851_at	9.5949412663	7.7551362947	7.2807726447
1390852_x_at	7.4358579513	7.834943232	6.56605054
1390853_at	5.3176855547	5.861820055	6.384773974
1390854_at	7.5456911917	8.6070987653	6.6142709583
1390855_at	6.6363331443	4.9856598867	5.7248233277
1390856_at	4.5775516067	7.3243111897	6.508158095
1390857_at	9.7613946017	5.028463462	5.954322611
1390858_at	7.6500621803	7.6929904143	7.067673248
1390859_at	5.270317148	5.2621449843	6.016980905
1390860_at	7.016315591	3.6766449807	3.2399431997
1390861_at	5.5677696507	6.183667492	5.8484596993
1390862_at	7.1415170753	6.9373214783	7.021786283
1390863_at	9.7111717513	7.727774973	6.6233563597
1390864_at	7.8851176663	8.3416272727	6.7022494783
1390865_at	7.0733199387	9.4635590797	7.3342891547
1390866_at	6.9738250733	4.2415009213	7.7468998563
1390867_at	6.6924606477	8.2511810897	6.4274099367
1390868_at	7.0706035583	6.081366274	7.9778029167
1390869_at	4.6233822387	8.8571830387	3.892112977
1390870_at	3.057827006	3.0165697993	2.838974012
1390871_at	5.3605288187	5.689157886	5.8981593413
1390872_at	6.128084614	8.1770511493	7.7441218743
1390873_at	6.712104388	7.6023650537	5.3409426053
1390874_at	8.8400244727	7.8522429077	8.2780887573
1390875_a_at	6.409432042	7.4069940003	7.0621719373
1390876_at	4.7921361087	7.6534123293	6.6678738267
1390877_at	4.0816000187	4.7029831337	3.8185921113
1390878_at	4.1179937077	3.9272089833	6.2997718707
1390879_at	4.5870793317	3.7300730073	4.089386518
1390880_at	9.086144703	8.1828398277	8.534404807
1390881_at	3.9183229653	3.6643843023	3.75441249
1390882_at	5.300808213	5.1063176797	4.8864425263
1390883_at	7.5469189137	10.0177747493	8.5221080503
1390884_a_at	4.3710706437	3.6323997847	3.6711143543
1390885_at	7.2239892607	8.5096271957	9.8960459993
1390886_at	7.1291354837	7.466827164	7.455823442
1390887_at	3.2112301487	2.801200912	2.9512666
1390888_a_at	7.1786576017	6.4792570407	6.7590161033
1390889_at	6.5648413217	7.3782876577	7.5503510843
1390890_at	3.414358231	2.8990467697	4.6941494427
1390891_at	3.800046798	3.49904613	5.0383406177
1390892_at	4.0965036453	4.121276318	4.3846963607
1390893_at	7.8093944287	7.7100772113	7.4849494127
1390894_at	3.5426905483	3.3304683167	3.5049199677
1390895_at	3.5769227547	3.021011429	3.1774784197
1390896_at	2.8793847847	8.8827400713	2.7092258567
1390897_at	3.4493442603	3.0674616243	3.2981615053
1390898_at	3.7780232003	3.4493494473	4.3684556653
1390899_at	5.035578091	7.07383036	4.2817268947
1390900_at	3.6282941183	3.265581571	3.955541808
1390901_at	4.9904630467	4.469199061	8.1424640437
1390902_at	5.5791510427	4.3976804553	7.8857642457
1390903_at	3.4876561623	3.0264500447	3.0719848193
1390904_at	3.9012704713	3.4234714923	3.2456245423
1390905_at	5.554908811	7.987055764	7.1515840607
1390906_at	4.6907586973	5.2543743593	4.4108706167
1390907_at	6.3209505503	6.6057068527	7.3575674763
1390908_at	4.0113223553	3.5807714733	3.5900148533
1390909_at	5.9326389567	4.5373298963	7.6560529543
1390910_at	4.729273527	3.9296359227	3.794515151
1390911_at	3.3872376557	2.8535723893	3.7982488787
1390912_at	4.591114177	8.08827742	7.0232614357
1390913_at	5.2417756353	5.6980969233	6.161261413
1390914_at	6.0128235677	5.1511802083	8.851449916
1390915_at	6.2100323457	4.245897564	4.9401283153
1390916_at	6.362045399	6.4396422797	5.9821931993
1390917_at	3.2672908193	2.7834012967	2.77149803
1390918_at	6.2434294303	4.4657199827	6.9557730627
1390919_at	4.1825461353	3.9715819657	4.2667236997
1390920_at	4.963713618	4.141007502	3.9403773217
1390921_at	5.0677667807	5.4246864473	5.0074762023
1390922_at	4.0245318727	3.8909921953	3.8907850647
1390923_a_at	8.3400052687	8.5206241417	6.3129381287
1390924_at	5.6897966893	6.787540591	6.5918228093
1390925_a_at	4.5733560567	5.2283375883	5.1454324757
1390926_at	5.4733774747	5.4557162297	5.769936938
1390927_at	4.221470688	5.7733466763	6.8547985867
1390928_at	5.8974059357	6.2433943117	6.4706364377
1390929_at	5.4342630753	5.8438509813	5.7033027183
1390930_at	5.552829518	5.532991352	5.900289092
1390931_at	4.7901869917	5.5484247037	8.3339317273
1390932_at	3.8046529763	3.3435904153	3.7666842937
1390933_a_at	6.681237376	7.032748537	7.0812219103
1390934_at	3.2687804317	2.9788692703	3.6669067517
1390935_at	3.191563253	2.9469151327	2.8437880723
1390936_at	4.0304780487	5.8610772163	3.8286956233
1390937_at	5.36051613	7.1906119803	7.3912650757
1390938_at	4.898313859	3.7408528533	5.0989501417
1390939_at	4.4484276073	5.7325425333	4.9310408473
1390940_at	5.4727612127	6.2825942027	6.427308667
1390941_at	8.163402176	8.106344173	8.275779031
1390942_at	6.8327644237	6.5391409497	6.8892816737
1390943_at	9.4883434	9.3768673993	9.099754607
1390944_at	8.502278394	4.0142870927	6.88907454
1390945_at	6.742739783	7.667675646	7.5033315537
1390946_at	5.8281169787	4.3405422573	6.846281841
1390947_at	6.962282137	6.1957801	7.6225054537
1390948_at	4.511485864	3.6069957063	5.9681060113
1390949_at	6.409436764	7.0723629797	7.0523867433
1390950_at	4.5373411963	3.9072574	4.2934186183
1390951_at	3.7896215323	9.5807949847	3.618690026
1390952_at	6.6867728117	6.4529385607	7.435807044
1390953_at	4.3245899607	4.122208073	3.5648012933
1390954_at	4.8756748433	4.923966397	5.5037987977
1390955_at	3.7673805823	3.2488566467	3.2076852773
1390956_at	4.380538957	3.9429741943	6.5647118887
1390957_at	7.1977563027	6.3885594623	6.647784956
1390958_at	3.508646096	7.2635527907	3.7046301837
1390959_at	6.870818759	4.606837793	5.4760220787
1390960_at	7.4470761057	7.342026341	6.505134629
1390961_at	5.1554005793	4.3199353733	4.9539549417
1390962_at	7.589277451	7.32059903	7.70544976
1390963_at	3.3598083593	3.2326763717	2.9678283873
1390964_at	3.4003855717	4.9582005353	2.965682627
1390965_at	8.7913274387	3.7529673423	4.9499791393
1390966_at	5.9894135813	6.487256596	6.5598494617
1390967_a_at	6.9717598993	6.7238929187	6.565862049
1390968_at	6.5460891593	5.9274471697	6.020464433
1390969_at	4.9617591343	4.6141648607	5.641887193
1390970_at	4.781107199	4.3084565143	4.635473025
1390971_at	2.844041199	2.6481546833	2.6872468227
1390972_at	6.443245504	6.5292529697	5.8449258797
1390973_at	6.1602184393	5.430899848	5.4846868203
1390974_a_at	5.9152060277	6.7051989427	6.1806687283
1390975_at	2.9989209557	2.7613749247	2.857051981
1390976_at	6.5976561483	9.5489410647	5.4335856813
1390977_at	7.1137728967	7.3848878943	6.9944571477
1390978_at	5.571479655	6.000335523	5.4712920267
1390979_at	4.8770947503	6.2510331147	5.625713147
1390980_at	3.4442509253	2.7692653597	2.770062418
1390981_at	6.2146685323	7.1675976437	6.035360317
1390982_at	6.0214267407	5.3085798303	5.297307101
1390983_at	3.0976783417	3.4991589577	4.294291654
1390984_at	4.050091297	3.3516456147	3.2220892617
1390985_at	5.388741793	4.8687036213	5.1849872907
1390986_at	5.0065752933	9.1294971623	4.5146296023
1390987_at	6.8462903803	6.595206893	6.741316359
1390988_at	4.652127084	4.4009035093	3.776690092
1390989_at	9.1608371927	8.1795982047	9.444229674
1390990_at	7.0755970913	8.5882585953	8.467904605
1390991_at	4.7459352797	3.646548664	4.7087685483
1390992_at	5.4518690387	4.9102495293	5.0797289683
1390993_at	8.1742536613	4.7656946273	4.1104958813
1390994_at	4.647514679	5.8252216173	4.0336854317
1390995_at	6.9832158153	6.243926761	5.739340415
1390996_at	6.298593256	7.3013566903	6.6510106757
1390997_at	7.4023162003	7.4187845283	8.0609030893
1390998_at	4.9980931607	4.5725445637	4.6438188503
1390999_at	3.846133064	9.4339373153	4.190664408
1391000_at	4.5139219763	3.6062740153	3.7256981427
1391001_at	3.6255401923	3.2882542593	3.1683169977
1391002_at	4.087998088	4.0645120037	5.7161567543
1391003_at	7.7816244543	8.2976412347	7.7319866837
1391004_at	3.3122329783	2.9656573423	3.4184579197
1391005_at	7.573941494	7.5007681757	7.6853421007
1391006_at	6.6989649907	6.122781111	6.8443804297
1391007_s_at	6.0184925677	7.9429674727	4.8884886583
1391008_at	3.874777898	3.7409328897	3.9120150297
1391009_a_at	5.4445461593	4.643726735	6.7214165327
1391010_at	5.6519708313	4.966981887	5.085280247
1391011_at	4.55640828	7.496612879	3.3761501807
1391012_at	4.0801404107	4.048495523	4.1666641743
1391013_at	3.2296135687	9.5091713333	3.1698628153
1391014_at	6.204893071	5.9039886293	5.6580341927
1391015_at	4.6869278247	3.9350034217	6.019969538
1391016_at	6.2701677197	5.160161546	5.5866784753
1391017_at	5.3268488703	5.5519267047	6.3852052703
1391018_at	4.1424395017	3.7258293557	7.0352868337
1391019_at	4.261860161	9.434464382	3.7217518833
1391020_at	5.2162511463	5.5567023967	4.0854871293
1391021_at	7.1269600833	5.7055631323	6.602360372
1391022_at	4.9062393623	4.7141825563	8.661301046
1391023_at	8.683630856	8.3057805297	8.9431139497
1391024_at	3.8657214923	3.587333458	3.5344413057
1391025_at	4.4153523527	5.1580479283	4.7840533097
1391026_at	6.1122457477	7.0403546193	6.4883570367
1391027_at	7.8333227377	6.3338096873	6.7479353933
1391028_at	3.9760444153	5.989746013	4.7504099153
1391029_at	3.791969869	3.4508262403	3.4042323497
1391030_at	4.1603178043	9.5461136257	5.6134793677
1391031_at	5.475561083	6.4149076827	6.8400164507
1391032_at	7.831349942	8.756733314	3.9556501907
1391033_s_at	4.0233951663	4.1191283843	3.7352334777
1391034_at	4.247694385	3.5604498273	3.5664290553
1391035_at	6.491557981	6.6154062257	6.2497128823
1391036_at	4.973514291	8.470184043	4.172133353
1391037_at	5.2431084143	6.422918419	4.4031320493
1391038_at	3.918321254	3.582996068	3.4837497453
1391039_at	3.5460714427	11.3605670133	8.1473482403
1391040_at	6.2844094107	6.050930308	7.3274482013
1391041_at	3.9226310963	3.3337721937	3.833185468
1391042_at	4.802908518	5.4264876923	5.429273295
1391043_at	3.3065974183	3.7226356327	3.3696731937
1391044_s_at	5.509651451	5.7704398607	5.654802103
1391045_at	10.6470016967	6.5882608227	7.0036632943
1391046_at	5.412846092	5.9089374087	5.8305635767
1391047_at	3.140210701	4.03237538	2.774613825
1391048_at	4.41289403	4.537219433	5.693529538
1391049_at	3.6371776747	3.1875598917	3.1629553813
1391050_at	7.1978854573	8.145468559	7.7401411917
1391051_at	3.36676516	3.1879533643	3.640623294
1391052_at	7.4775299757	6.6862512163	6.903775416
1391053_at	5.0476995993	4.6402494663	4.5203876753
1391054_at	6.4926105913	5.6777146713	5.6472496047
1391055_at	3.8042932217	3.2363340583	3.224732235
1391056_at	9.1952488003	4.1994290167	3.990694228
1391057_at	3.8093249013	3.3529040613	3.304895182
1391058_at	2.9866240147	2.5135282897	3.33348053
1391059_at	3.641986236	3.777449396	8.5470361813
1391060_at	4.1551576983	4.506780547	3.9078818387
1391061_at	5.6402493153	5.3611748967	6.0212391973
1391062_at	6.2745650457	7.0067334567	6.583226774
1391063_at	4.19037972	4.3482738877	6.9845952187
1391064_at	6.2719667443	5.3613960147	6.4460660977
1391065_at	3.8658904233	4.7239591207	3.7676123327
1391066_at	3.3419230477	3.0989135027	3.445055459
1391067_at	5.0393395517	5.6325073833	7.9549465387
1391068_at	4.0465680333	2.7727789823	7.9140945363
1391069_at	3.0306726583	2.9010955957	2.9773704657
1391070_at	6.9059161147	5.943651706	6.9396310527
1391071_at	4.81613233	8.945646806	5.4104536623
1391072_at	4.2278867683	3.5684771843	5.1934120693
1391073_at	4.90239151	4.4637306843	4.3653249213
1391074_at	4.3965167077	4.575294687	3.9521731653
1391075_at	3.8683204317	9.107554421	3.4668602297
1391076_at	3.7437675193	3.436336718	3.430488744
1391077_at	3.750302506	3.3515806643	4.207125373
1391078_at	7.6393669787	7.4878297103	7.5232081707
1391079_at	5.9397252103	5.9638630377	7.068273714
1391080_at	4.7691880213	4.595752194	4.2701412377
1391081_at	4.3104264383	6.814224499	3.802024609
1391082_at	4.5380431813	3.7107614863	5.0894100007
1391083_at	3.415571362	4.229557829	5.2998670533
1391084_at	4.9177207007	8.753990732	5.6739093117
1391085_at	5.6176701763	7.126560859	6.7311270283
1391086_at	7.6351617017	6.7329023373	7.4983416597
1391087_at	5.3516329833	4.676581892	6.116133115
1391088_at	5.4165457217	4.8259357523	4.619575646
1391089_at	2.9667252613	8.7262875027	5.462228728
1391090_at	4.2900702477	7.9236735277	5.00337821
1391091_at	5.9527682973	6.660739681	6.3708157063
1391092_at	3.4516236777	10.2501416767	3.154426275
1391093_at	5.1828380757	5.8684245077	5.0202968597
1391094_at	6.418178225	4.9213136623	6.5804741037
1391095_at	6.6355928507	3.2863542887	3.8168013463
1391096_at	3.9852620363	3.2487533573	3.3362587727
1391097_at	5.3509761947	7.84523614	4.179926724
1391098_x_at	8.2278848357	8.3601171077	7.9246788553
1391099_at	5.500360383	5.756984285	5.080735084
1391100_at	4.6417020467	4.1671304533	4.132156141
1391101_at	7.7625205747	7.262852258	7.172630954
1391102_at	4.383558142	4.70126782	4.2814691953
1391103_at	4.5963237723	5.1774690713	3.6779932907
1391104_at	3.729106246	5.3735692263	3.027068004
1391105_at	3.452452248	3.4015214697	3.7262175867
1391106_at	10.2548008267	4.034556911	7.6610463717
1391107_at	5.512376711	4.799600057	6.2464899923
1391108_at	5.0342415583	4.5355286013	4.985961337
1391109_x_at	5.8017043313	5.4888961933	5.71523635
1391110_at	4.1829002377	3.5265156247	5.0605379053
1391111_at	6.7371064837	5.6616683313	5.2204585503
1391112_at	4.645887976	4.017965015	6.8898119637
1391113_at	4.857215843	4.587552096	4.020538588
1391114_at	5.1059877733	5.602570348	5.0389882013
1391115_at	4.5529020253	3.9246621157	4.909187396
1391116_at	4.069119315	4.073035427	4.0380553683
1391117_at	5.0982082347	7.2786975183	4.3492663073
1391118_at	4.2698804893	4.8588942223	4.167505431
1391119_at	4.2792004857	3.3959746727	3.5348174817
1391120_at	3.02446419	2.8017266897	2.943161099
1391121_at	3.877217869	4.8142207247	4.230547468
1391122_at	6.0775225737	5.4015954763	6.147478145
1391123_at	4.1630541947	4.7551792437	5.3584852803
1391124_at	3.9669580197	3.4179198547	3.34999265
1391125_at	6.1358124807	4.9242812033	6.1591997507
1391126_at	6.6403590237	6.9072102437	7.0119616193
1391127_at	5.6528571527	10.2390989867	6.9479323157
1391128_at	7.2166165993	6.7001800577	7.6102548497
1391129_at	3.3915949437	2.7663635037	2.77400019
1391130_at	3.899064405	3.5806468317	3.8203640027
1391131_at	5.2207655803	5.8118922017	5.2367420717
1391132_at	3.6694394717	3.5196456293	3.9269320453
1391133_at	6.8134069203	5.137772613	6.059306202
1391134_at	4.7395143753	4.701030245	4.760336091
1391135_at	5.8120480607	6.915398347	5.844365277
1391136_at	3.29012576	2.7207973543	3.1112516047
1391137_at	3.367056262	3.0024544853	3.008852309
1391138_at	3.530857412	4.3848638763	5.1782589747
1391139_at	4.194890197	4.490543175	4.4036711063
1391140_at	3.002325785	3.5153010097	3.105707814
1391141_at	4.409494961	3.520524058	3.596392899
1391142_at	5.0150210627	7.5386574703	5.5235145227
1391143_at	4.5214921937	4.9164014963	4.3036497067
1391144_at	3.6276855617	6.6945388983	3.5497977833
1391145_at	6.2760431913	5.3590729907	6.05164257
1391146_at	3.4186609593	5.4770113333	4.2921143383
1391147_at	3.1561144313	4.202745468	2.7927781437
1391148_at	7.4738055567	6.2604655733	6.91235499
1391149_at	3.025730502	2.6351857107	2.606838594
1391150_at	3.222120648	3.641237421	2.7456612017
1391151_at	4.5192957023	3.9558920857	3.9761013563
1391152_at	5.9946899467	6.5322967023	4.110084783
1391153_at	5.7010755443	7.756691728	4.163216232
1391154_at	5.966072574	8.2045659577	5.2898576367
1391155_at	3.6329869337	4.359871639	3.9603537927
1391156_at	3.908834543	2.983417081	3.3911635387
1391157_at	5.7283416577	7.127419219	5.6601154627
1391158_a_at	8.899457736	8.8492808473	8.5515062493
1391159_at	4.568974257	4.2018271137	4.195745702
1391160_at	4.0988611277	4.716233104	3.5782700007
1391161_at	4.913280999	4.6739116603	5.4363737793
1391162_at	4.4683437713	4.2422827853	3.8083778347
1391163_at	6.5915421007	4.9676996167	6.2502992197
1391164_at	3.300616781	2.697261629	2.8467187977
1391165_at	4.015702656	3.4902024923	3.5931529277
1391166_at	6.1513437527	5.385236882	5.623748977
1391167_at	5.9022204027	6.0951490877	8.6902346517
1391168_at	4.676609302	4.1852378507	4.012287218
1391169_at	5.143169043	6.9728791497	5.9756427033
1391170_at	6.8316228423	7.4351302387	7.7705487807
1391171_at	6.6759961713	6.8729408667	7.4166675707
1391172_at	4.2054217867	4.167667646	4.8622836123
1391173_at	3.1508050717	6.1361248047	6.0096749333
1391174_at	4.7317326863	7.847224807	4.0258035873
1391175_at	4.4427782187	3.5339131973	3.5863305217
1391176_at	5.2805581123	4.934166682	4.5305164643
1391177_at	5.3523921643	4.918185238	5.0967634673
1391178_at	5.6849136273	5.6070690067	4.74489577
1391179_at	4.1014981583	5.763624221	6.719870843
1391180_at	4.9362695737	4.993935851	4.8829117117
1391181_at	5.8738143003	6.3629253377	5.7747363497
1391182_at	4.5831327233	3.7783936977	3.8118728393
1391183_at	7.084093357	7.9980041183	7.4522402733
1391184_at	4.4098382647	4.733053336	6.074982779
1391185_at	5.3704441243	6.5354404753	5.6832861317
1391186_at	4.5693318863	7.2696126823	5.494376055
1391187_at	4.0862528957	4.1260389357	9.0234781167
1391188_at	3.6500135423	3.0372872733	3.2669609137
1391189_a_at	3.6749802837	3.497088699	2.9879669647
1391190_at	7.7214008287	8.1939401063	8.2280752807
1391191_at	5.5889751557	5.36549522	5.1338023247
1391192_at	4.0461128653	3.773482586	4.0146932263
1391193_at	5.6413319773	5.5155417173	5.9469384427
1391194_at	8.980919748	6.301991653	3.3941648297
1391195_at	6.6301743347	7.0131602967	6.5681212053
1391196_at	5.4469152877	5.945217748	6.3253849113
1391197_at	5.397176328	6.19571071	5.8770341217
1391198_at	4.7155559367	4.169386022	3.62860108
1391199_at	6.2920470737	3.957385358	5.7856661227
1391200_at	3.4862165577	6.9268231983	3.333221498
1391201_at	4.2791902893	3.7841057373	4.7185967517
1391202_at	5.3231419493	5.378146612	4.7502710247
1391203_at	4.3752235307	5.4376825677	4.6305391623
1391204_at	2.91364086	3.0572302487	2.9512836847
1391205_at	7.7584168117	6.884860479	7.87885014
1391206_at	5.335091939	4.6389946093	4.975989969
1391207_at	5.4774125007	8.5695532737	4.420583535
1391208_at	3.635939732	7.8396271923	3.3478138003
1391209_at	4.0368453853	5.6408658327	4.9498637777
1391210_at	6.408525731	5.7030040333	5.9043347253
1391211_at	10.3012083533	6.962589518	7.7734342247
1391212_at	5.2765155177	9.4315302183	8.1610562627
1391213_at	5.294902131	6.267327383	4.6197028993
1391214_at	4.0114202543	3.1122450663	5.40945884
1391215_at	4.0096240197	3.838572182	4.165482949
1391216_at	4.9329038097	4.7141014167	5.33045314
1391217_at	5.6788561427	5.795243912	6.012343524
1391218_at	7.127062538	7.32823439	8.2413627293
1391219_at	3.616327699	3.1014752667	3.258766151
1391220_at	7.981678802	7.6851273817	8.284760208
1391221_at	6.3940608927	7.9693966013	7.5805221703
1391222_at	5.726473673	6.3673042813	7.2038952367
1391223_at	4.2467019057	4.062407805	4.0778928397
1391224_at	4.8204909823	4.168917407	5.3858365497
1391225_at	3.1674193433	2.8278509513	2.6379815733
1391226_at	4.3801779863	3.8198235917	5.41493979
1391227_at	6.6853305973	5.6474076847	5.8711340237
1391228_at	3.549676563	3.9034684023	6.5007055233
1391229_at	5.483144113	8.199473689	5.2095717967
1391230_at	5.4235987423	6.8867281183	6.8313033287
1391231_at	4.6269572413	3.6533619253	3.261456296
1391232_at	4.0109701643	3.4399548257	3.213794727
1391233_at	3.0798865683	3.0127216913	2.7787056747
1391234_at	4.477043379	3.8348687997	3.791676697
1391235_at	4.2707825397	5.4734179943	3.8113578493
1391236_at	6.1091266607	7.3016540907	5.6790554483
1391237_at	4.5481799623	5.03053958	4.867606629
1391238_at	4.3062971157	5.1450612007	5.1897402763
1391239_at	4.9432010763	4.4803345127	4.5146898153
1391240_at	4.5311069043	3.701371301	6.004502057
1391241_at	3.4126101043	9.103343083	6.6191573167
1391242_at	2.8564802237	3.1962135417	2.7060176953
1391243_at	3.6733470163	3.1623718307	3.538406208
1391244_at	4.8801734243	5.5450383127	4.2015399807
1391245_at	3.6763618237	3.876795006	4.0330642187
1391246_at	4.3981540423	8.391504362	4.0475092653
1391247_at	3.4044897417	2.662434616	2.7163774477
1391248_at	2.7411321503	2.8041113387	2.6404472393
1391249_at	4.8796672273	8.7702878143	4.6101652653
1391250_at	4.5491571777	3.876901526	3.8910028743
1391251_at	3.80933575	3.046917505	4.3985022537
1391252_at	7.4073216907	7.816903429	8.141599973
1391253_at	4.0901763783	6.1535166057	3.9319426647
1391254_at	3.933094663	2.8787325437	3.008658156
1391255_at	4.3518418217	3.7904594903	5.0098839367
1391256_at	3.771931706	6.4859206033	5.2679933877
1391257_at	3.1763342327	2.9922296217	3.24980898
1391258_at	3.4698145293	2.8914320367	3.6697382767
1391259_at	6.317763227	6.3855422717	6.5201799907
1391260_at	5.0279534063	4.3922122153	5.2473684517
1391261_at	3.5168286643	3.340784567	3.402690497
1391262_at	6.182164873	6.155720144	6.9215834887
1391263_at	3.7735582653	4.6024525627	3.4730567663
1391264_at	7.6311277183	5.0411374707	7.0698335543
1391265_at	4.2595441057	3.9996296427	4.1226916633
1391266_at	4.3253188743	3.8150214217	4.3037669533
1391267_at	6.2455496643	5.9367920727	5.553209277
1391268_at	4.0217003697	2.9935230973	3.037209897
1391269_at	6.5702555863	7.5552584867	5.605803041
1391270_at	8.4033322123	8.090163383	8.4070425823
1391271_at	5.9562755027	5.1319403617	5.5667698573
1391272_at	4.7947141287	4.2213543447	4.346658484
1391273_at	3.2524825377	3.163464861	3.0765325803
1391274_at	7.2104923163	7.2693636183	7.3762860033
1391275_at	3.3222879203	2.9211111063	2.895582977
1391276_at	5.7546667567	4.9847904503	4.761193557
1391277_at	4.0487510537	3.0592153993	3.2554301577
1391278_at	4.528811154	3.5710202857	3.7128082463
1391279_at	3.2659127213	3.195368094	4.750715185
1391280_at	7.2298337877	7.085164385	7.1470325797
1391281_at	6.158615852	6.5160250963	5.6717269837
1391282_at	8.31440199	8.3506712767	8.0162708943
1391283_at	4.768042356	4.983438726	4.8036207477
1391284_at	3.859404409	3.7494891673	4.16906137
1391285_at	4.3007048317	4.8453607397	4.0077462623
1391286_at	6.3095050227	6.8409093647	7.2155223273
1391287_at	4.8492380083	4.444945145	4.7346091577
1391288_at	4.967747583	5.2611136113	4.373700893
1391289_at	4.4338046677	4.94922634	4.3735529997
1391290_at	4.4856070363	4.6238452677	3.808628897
1391291_at	4.44646321	3.7637570207	4.819619806
1391292_at	5.6535771073	5.1281740703	8.1655976397
1391293_at	10.8474274233	4.4664718937	4.0490884787
